OBJETID;COD_NDP;DECRETO_LU;DISTRITO;DIRECCION;PLANTA;UNIDADES_VUT;EXPEDIENTE_LU;TIPO;RESOLUCION_LU
1;11009378;Conceder;Distrito de Arganzuela;CALLE  BRONCE  9;BAJA 1UD- PRIMERA 1UD;2; 220/2022/00147;VIVIENDAS DE USO TURÍSTICO;19/08/2022
2;11039707;Conceder;Distrito de Chamberí;CALLE BLASCO DE GARAY  16;BAJA;1;350/2020/00281;VIVIENDAS DE USO TURÍSTICO;01/04/2022
3;11006219;Conceder;Distrito de Centro;CALLE SAN HERMENEGILDO  4;BAJA;1;350/2021/04272;VIVIENDAS DE USO TURÍSTICO;18/08/2022
4;11007086;Conceder;Distrito de Centro;CALLE  LUNA  5;BAJA;2;350/2021/04353;VIVIENDAS DE USO TURÍSTICO;03/05/2023
5;11029032;Conceder;Distrito de Tetuan;CALLE TENERIFE 4;BAJA;1;350/2021/05022;VIVIENDAS DE USO TURÍSTICO;26/05/2022
6;11017096;Conceder;Distrito de Salamanca;GLORIETA CAMPANAR   1;BAJA;1;350/2021/05040;VIVIENDAS DE USO TURÍSTICO;18/03/2022
7;11030259;Conceder;Distrito de Tetuan;CALLE SAN GERMAN 49;PRIMERA;1;350/2022/00038;VIVIENDAS DE USO TURÍSTICO;04/03/2022
8;11013576;Conceder;Distrito de Retiro;CALLE DOCE DE OCTUBRE 34;BAJA;1;350/2022/00042;VIVIENDAS DE USO TURÍSTICO;04/07/2022
9;11012256;Conceder;Distrito de Retiro;CALLE ANTONIO ARIAS 12;BAJA 1 UD - SEMISOTANO 2 UD;3;350/2022/00052;VIVIENDAS DE USO TURÍSTICO;18/08/2022
10;11011921;Conceder;Distrito de Retiro;CALLE SIRIO 46;BAJA;1;350/2022/00107;VIVIENDAS DE USO TURÍSTICO;22/04/2022
11;11002182;Conceder;Distrito de Centro;CALLE  RODAS 3;BAJA;1;350/2022/00307;VIVIENDAS DE USO TURÍSTICO;12/04/2022
12;11002479;Conceder;Distrito de Centro;CALLE MINISTRILES 10;BAJA;1;350/2022/01247;VIVIENDAS DE USO TURÍSTICO;12/01/2024
13;11104439;Conceder;Distrito de Ciudad Lineal;CALLE RICARDO ORTIZ 18;SOTANO;1;350/2022/01538;VIVIENDAS DE USO TURÍSTICO;26/05/2022
14;11104439;Conceder;Distrito de Ciudad Lineal;CALLE RICARDO ORTIZ 18;BAJA;1;350/2022/01542;VIVIENDAS DE USO TURÍSTICO;12/06/2023
15;11069564;Conceder;Distrito de Carabanchel;PASEO SANTA MARIA DE LA CABEZA 124;PRIMERA;1;350/2022/03028;VIVIENDAS DE USO TURÍSTICO;28/06/2022
16;11084110;Conceder;Distrito de Usera;PASEO SANTA MARIA DE LA CABEZA 97;BAJA;1;350/2022/03030;VIVIENDAS DE USO TURÍSTICO;18/08/2022
17;31006525;Conceder;Distrito de Usera;CALLE ALERCE 29;BAJA;1;350/2022/03032;VIVIENDAS DE USO TURÍSTICO;27/06/2022
18;11117240;Conceder;Distrito de Hortaleza;CALLE TRIBALDOS 60;BAJA;1;350/2022/03200;VIVIENDAS DE USO TURÍSTICO;18/08/2022
19;31015438;Conceder;Distrito de Latina;PASEO JESUITAS 43;PRIMERA;1;350/2022/03296;VIVIENDAS DE USO TURÍSTICO;18/07/2022
20;11024046;Conceder;Distrito de Chamartín;CALLE FERNANDEZ DE OVIEDO 5;SEMISOTANO;1;350/2022/03545;VIVIENDAS DE USO TURÍSTICO;12/05/2023
21;11001826;Conceder;Distrito de Centro;CALLE FRAY CEFERINO GONZALEZ 16;BAJA;2;350/2022/03674;VIVIENDAS DE USO TURÍSTICO;27/10/2023
22;11007336;Conceder;Distrito de Centro;CALLE ABADA 4;BAJA;1;350/2022/03689;VIVIENDAS DE USO TURÍSTICO;07/10/2022
23;11007336;Conceder;Distrito de Centro;CALLE ABADA 4;BAJA;1;350/2022/03690;VIVIENDAS DE USO TURÍSTICO;10/11/2022
24;11005433;Conceder;Distrito de Centro;CALLE DIVINO PASTOR 30;BAJA;1;350/2022/03760;VIVIENDAS DE USO TURÍSTICO;18/07/2023
25;11038238;Conceder;Distrito de Tetuan;PASEO DIRECCION 8;BAJA;3;350/2022/03902;VIVIENDAS DE USO TURÍSTICO;28/09/2022
26;11003364;Conceder;Distrito de Centro;CALLE  GOBERNADOR  25;BAJA;1;350/2022/03929;VIVIENDAS DE USO TURÍSTICO;28/10/2022
27;11001591;Conceder;Distrito de Centro;CALLE RELATORES 8;BAJA;1;350/2022/03934;VIVIENDAS DE USO TURÍSTICO;28/10/2022
28;11029844;Conceder;Distrito de Tetuan;CALLE TERUEL 15;BAJA;1;350/2022/04654;VIVIENDAS DE USO TURÍSTICO;08/06/2023
29;11008264;Conceder;Distrito de Arganzuela;PASEO PONTONES 15;BAJA;1;350/2022/06390;VIVIENDAS DE USO TURÍSTICO;20/12/2022
30;11077950;Conceder;Distrito de Carabanchel;CALLE JOAQUIN TURINA 41;BAJA;1;350/2022/06757;VIVIENDAS DE USO TURÍSTICO;07/11/2022
31;11010335;Conceder;Distrito de Arganzuela;CALLE MURCIA 24;BAJA;1;350/2022/07652;VIVIENDAS DE USO TURÍSTICO;11/04/2023
32;11010775;Conceder;Distrito de Retiro;CALLE NARCISO SERRA 9;BAJA;1;350/2022/08143;VIVIENDAS DE USO TURÍSTICO;03/05/2023
33;11018912;Conceder;Distrito de Salamanca;CALLE GENERAL ORAA 67;BAJA 4 UD - ENTREPLANTA 2 UD - PRIMERA 4 UD;10;350/2022/08506;VIVIENDAS DE USO TURÍSTICO;02/12/2022
34;31023975;Conceder;Distrito de Centro;CALLE SANTA AGUEDA 1;BAJA;2;350/2022/08849;VIVIENDAS DE USO TURÍSTICO;11/11/2022
35;11039829;Conceder;Distrito de Chamberí;CALLE RUIZ 28;BAJA;1;350/2022/09286;VIVIENDAS DE USO TURÍSTICO;10/11/2022
36;11001320;Conceder;Distrito de Centro;CALLE ARGANZUELA 15;BAJA;1;350/2022/09462;;10/11/2022
37;11028703;Conceder;Distrito de Tetuan;CALLE FERNANDO OSSORIO 9;PRIMERA;1;350/2022/10135;VIVIENDAS DE USO TURÍSTICO;11/11/2022
38;11006005;Conceder;Distrito de Centro;CALLE SAN VICENTE FERRER 47;BAJA;1;350/2022/10218;VIVIENDAS DE USO TURÍSTICO;17/02/2023
39;11017123;Conceder;Distrito de Salamanca;CALLE FRANCISCO NAVACERRADA 26;BAJA;1;350/2022/10394;VIVIENDAS DE USO TURÍSTICO;18/11/2022
40;11086829;Conceder;Distrito de Usera;CALLE FELIPE CASTRO 5;BAJA;2;350/2022/10446;VIVIENDAS DE USO TURÍSTICO;10/01/2023
41;11101762;Conceder;Distrito de Moratalaz;CALLE ENTRE ARROYOS 29;BAJA;1;350/2022/10485;VIVIENDAS DE USO TURÍSTICO;10/01/2023
42;11140684;Conceder;Distrito de Barajas;CALLE ZODIACO 3;BAJA;1;350/2022/10496;VIVIENDAS DE USO TURÍSTICO;22/02/2023
43;11004833;Conceder;Distrito de Centro;CALLE SAN GREGORIO 7;BAJA;1;350/2022/11314;VIVIENDAS DE USO TURÍSTICO;28/11/2022
44;11022779;Conceder;Distrito de Chamartín;CALLE CLARA DEL REY 33;BAJA;3;350/2022/11653;VIVIENDAS DE USO TURÍSTICO;28/11/2022
45;11115381;Conceder;Distrito de Hortaleza;CALLE PUERTO REAL 2;BAJA;1;350/2022/12373;VIVIENDAS DE USO TURÍSTICO;09/05/2023
46;11084041;Conceder;Distrito de Usera;CALLE ANTONIO LOPEZ 140;BAJA;1;350/2022/12967;VIVIENDAS DE USO TURÍSTICO;13/12/2022
47;11071782;Conceder;Distrito de Carabanchel;CALLE CARLOS DABAN 22;BAJA;1;350/2022/13493;VIVIENDAS DE USO TURÍSTICO;02/06/2023
48;11000578;Conceder;Distrito de Centro;PLAZA CRUZ VERDE 1;2 BAJA Y SOTANO;2;350/2022/14094;VIVIENDAS DE USO TURÍSTICO;24/02/2023
49;11052082;Conceder;Distrito de Moncloa-Aravaca;AVENIDA VALLADOLID 35;BAJA;1;350/2022/14663;VIVIENDAS DE USO TURÍSTICO;29/12/2022
50;11013068;Conceder;Distrito de Retiro;CALLE ANDRES TORREJON 24;BAJA;1;350/2022/14764;VIVIENDAS DE USO TURÍSTICO;23/05/2023
51;11008023;Conceder;Distrito de Arganzuela;PASEO VIRGEN DEL PUERTO 11;BAJA;1;350/2022/14892;VIVIENDAS DE USO TURÍSTICO;10/01/2023
52;11004528;Conceder;Distrito de Centro;CALLE SAN BARTOLOME 19;BAJA;1;350/2022/15298;;03/05/2023
53;20044114;Conceder;Distrito de Barajas;CALLE ALGEMESI 31;BAJA;1;350/2022/15739;VIVIENDAS DE USO TURÍSTICO;02/06/2023
54;31069902;Conceder;Distrito de Hortaleza;CALLE TUNAIMA 24;BAJA;1;350/2022/16068;VIVIENDAS DE USO TURÍSTICO;21/06/2023
55;11022370;Conceder;Distrito de Chamartín;CALLE CANILLAS 96;BAJA;1;350/2022/16074;VIVIENDAS DE USO TURÍSTICO;10/01/2023
56;11071537;Conceder;Distrito de Carabanchel;PASEO SAN ILLAN 59;PRIMERA;1;350/2022/16252;VIVIENDAS DE USO TURÍSTICO;12/09/2023
57;11008023;Conceder;Distrito de Arganzuela;PASEO VIRGEN DEL PUERTO 11;BAJA;1;350/2022/16293;VIVIENDAS DE USO TURÍSTICO;10/01/2023
58;11032333;Conceder;Distrito de Tetuan;CALLE MATILDE LANDA 28;BAJA;1;350/2022/16603;VIVIENDAS DE USO TURÍSTICO;27/01/2023
59;11001391;Conceder;Distrito de Centro;CALLE MIRA EL RIO ALTA 5;BAJA;1;350/2022/16865;;10/01/2023
60;20050360;Conceder;Distrito de Latina;CALLE SANGUIÑO 2;BAJA;3;350/2022/16994;VIVIENDAS DE USO TURÍSTICO;16/03/2023
61;11008022;Conceder;Distrito de Arganzuela;PASEO VIRGEN DEL PUERTO 9;BAJA;1;350/2022/17065;VIVIENDAS DE USO TURÍSTICO;10/01/2023
62;11008022;Conceder;Distrito de Arganzuela;PASEO VIRGEN DEL PUERTO 9;BAJA;1;350/2022/17066;VIVIENDAS DE USO TURÍSTICO;20/01/2023
63;11000419;Conceder;Distrito de Centro;CALLE ESCALINATA 4;BAJA;1;350/2022/17110;VIVIENDAS DE USO TURÍSTICO;16/11/2023
64;11008022;Conceder;Distrito de Arganzuela;PASEO VIRGEN DEL PUERTO 9;BAJA;1;350/2022/17186;VIVIENDAS DE USO TURÍSTICO;20/01/2023
65;11008022;Conceder;Distrito de Arganzuela;PASEO VIRGEN DEL PUERTO 9;BAJA;1;350/2022/17195;VIVIENDAS DE USO TURÍSTICO;10/01/2023
66;11073896;Conceder;Distrito de Carabanchel;CALLE VIA CARPETANA 137;PRIMERA;1;350/2022/17460;VIVIENDAS DE USO TURÍSTICO;13/09/2023
67;11024223;Conceder;Distrito de Chamartín;CALLE PRADILLO 7;BAJA;1;350/2022/17466;VIVIENDAS DE USO TURÍSTICO;26/12/2023
68;11006912;Conceder;Distrito de Centro;CALLE LUNA 26;BAJA;1;350/2022/17473;VIVIENDAS DE USO TURÍSTICO;27/01/2023
69;11132786;Conceder;Distrito de Vicálvaro;CALLE VILLACARLOS 10;BAJA;1;350/2022/17531;VIVIENDAS DE USO TURÍSTICO;31/03/2023
70;11129070;Conceder;Distrito de Villaverde;CALLE LA CANCION DEL OLVIDO 54;BAJA;1;350/2022/17545;VIVIENDAS DE USO TURÍSTICO;27/01/2023
71;11002069;Conceder;Distrito de Centro;CALLE CARAVACA 13;BAJA;1;350/2023/00008;VIVIENDAS DE USO TURÍSTICO;20/02/2024
72;11104185;Conceder;Distrito de Ciudad Lineal;CALLE RAMON PATUEL 35;BAJA;1;350/2023/00097;VIVIENDAS DE USO TURÍSTICO;22/02/2023
73;31017532;Conceder;Distrito de Usera;CALLE ANTONIO LOPEZ 217 I;BAJA;1;350/2023/00130;VIVIENDAS DE USO TURÍSTICO;17/02/2023
74;11040186;Conceder;Distrito de Chamberí;CALLE CARDENAL CISNEROS 78;BAJA;1;350/2023/00515;VIVIENDAS DE USO TURÍSTICO;22/02/2023
75;31046157;Conceder;Distrito de Carabanchel;AVENIDA OPORTO 34;BAJA;3;350/2023/00550;VIVIENDAS DE USO TURÍSTICO;02/06/2023
76;11000787;Conceder;Distrito de Centro;CALLE MEDIODIA GRANDE 11;BAJA;1;350/2023/00744;VIVIENDAS DE USO TURÍSTICO;04/02/2024
77;11027586;Conceder;Distrito de Tetuan;CALLE ALMANSA 43;BAJA;1;350/2023/01061;VIVIENDAS DE USO TURÍSTICO;24/02/2023
78;11032752;Conceder;Distrito de Tetuan;CALLE MARTIRES DE LA VENTILLA 77;BAJA;2;350/2023/01312;VIVIENDAS DE USO TURÍSTICO;08/06/2023
79;11029061;Conceder;Distrito de Tetuan;CALLE BRAVO MURILLO 109;PRIMERA;1;350/2023/01566;VIVIENDAS DE USO TURÍSTICO;25/09/2023
80;20012608;Conceder;Distrito de Tetuan;CALLE CUEVAS 1;PRIMERA;1;350/2023/01600;VIVIENDAS DE USO TURÍSTICO;16/03/2023
81;11000593;Conceder;Distrito de Centro;CALLE PUÑONROSTRO 4;BAJA;1;350/2023/01623;VIVIENDAS DE USO TURÍSTICO;20/10/2023
82;11010118;Conceder;Distrito de Arganzuela;CALLE PALOS DE LA FRONTERA 16;BAJA;3;350/2023/01847;VIVIENDAS DE USO TURÍSTICO;10/02/2023
83;11100295;Conceder;Distrito de Puente de Vallecas;CALLE FERNANDO GIRALDEZ 43;BAJA;1;350/2023/02077;VIVIENDAS DE USO TURÍSTICO;02/06/2023
84;11006622;Conceder;Distrito de Centro;CALLE BERNARDO LOPEZ GARCIA 1;BAJA;1;350/2023/02088;VIVIENDAS DE USO TURÍSTICO;21/07/2023
85;11001857;Conceder;Distrito de Centro;CALLE CARNERO 4;BAJA;1;350/2023/02384;VIVIENDAS DE USO TURÍSTICO;10/02/2023
86;11016881;Conceder;Distrito de Salamanca;CALLE MAESTRO ALONSO 10;BAJA;1;350/2023/03865;VIVIENDAS DE USO TURÍSTICO;09/03/2023
87;11005958;Conceder;Distrito de Centro;CALLE MINAS 5;BAJA;1;350/2023/04189;VIVIENDAS DE USO TURÍSTICO;10/03/2023
88;11040400;Conceder;Distrito de Chamberí;CALLE SANTISIMA TRINIDAD 4;BAJA;1;350/2023/04241;VIVIENDAS DE USO TURÍSTICO;27/03/2023
89;11005958;Conceder;Distrito de Centro;CALLE MINAS 5;BAJA;1;350/2023/04286;VIVIENDAS DE USO TURÍSTICO;16/03/2023
90;11048294;Conceder;Distrito de Fuencarral-El Pardo;CALLE MATARO 28;BAJA;1;350/2023/04303;VIVIENDAS DE USO TURÍSTICO;11/04/2023
91;11040400;Conceder;Distrito de Chamberí;CALLE SANTISIMA TRINIDAD 4;BAJA;1;350/2023/04322;VIVIENDAS DE USO TURÍSTICO;11/04/2023
92;11008876;Conceder;Distrito de Arganzuela;CALLE PARROCO JULIO MORATE 1;BAJA;2;350/2023/04635;VIVIENDAS DE USO TURÍSTICO;21/03/2023
93;11020108;Conceder;Distrito de Salamanca;CALLE GENERAL ORAA 20;BAJA;1;350/2023/04678;VIVIENDAS DE USO TURÍSTICO;11/04/2023
94;11019461;Conceder;Distrito de Salamanca;CALLE GENERAL PARDIÑAS 69;BAJA;1;350/2023/04812;VIVIENDAS DE USO TURÍSTICO;14/03/2023
95;11025608;Conceder;Distrito de Chamartín;CALLE DOCTOR FLEMING 12;BAJA;1;350/2023/05225;VIVIENDAS DE USO TURÍSTICO;11/04/2023
96;11048275;Conceder;Distrito de Fuencarral-El Pardo;CALLE MANRESA 90;BAJA;1;350/2023/05314;VIVIENDAS DE USO TURÍSTICO;15/09/2023
97;11051489;Conceder;Distrito de Moncloa-Aravaca;PASEO FLORIDA 57;PRIMERA;1;350/2023/05315;VIVIENDAS DE USO TURÍSTICO;20/10/2023
98;11000787;Conceder;Distrito de Centro;CALLE MEDIODIA GRANDE 11;BAJA;1;350/2023/05316;VIVIENDAS DE USO TURÍSTICO;12/09/2023
99;11028851;Conceder;Distrito de Tetuan;CALLE SAN RAIMUNDO 18;BAJA;1;350/2023/05318;VIVIENDAS DE USO TURÍSTICO;27/06/2024
100;11022877;Conceder;Distrito de Chamartín;CALLE SANCHEZ BALDERAS 10;BAJA;1;350/2023/05337;;28/11/2023
101;11022877;Conceder;Distrito de Chamartín;CALLE SANCHEZ BALDERAS 10;BAJA;1;350/2023/05352;VIVIENDAS DE USO TURÍSTICO;13/09/2023
102;11020277;Conceder;Distrito de Chamartín;CALLE PRINCIPE DE VERGARA 103;BAJA;1;350/2023/05354;VIVIENDAS DE USO TURÍSTICO;16/03/2023
103;11032093;Conceder;Distrito de Tetuan;CALLE MAGNOLIAS 89;PRIMERA;1;350/2023/05360;VIVIENDAS DE USO TURÍSTICO;26/06/2023
104;11047039;Conceder;Distrito de Fuencarral-El Pardo;CALLE ISIDRO FERNANDEZ 3;BAJA;1;350/2023/05374;VIVIENDAS DE USO TURÍSTICO;24/11/2023
105;11072120;Conceder;Distrito de Carabanchel;CALLE IBAÑEZ MARIN 9;PRIMERA;1;350/2023/05386;VIVIENDAS DE USO TURÍSTICO;13/09/2023
106;11069257;Conceder;Distrito de Carabanchel;CALLE VICENTE MARTIN ARIAS 16;BAJA;1;350/2023/05442;VIVIENDAS DE USO TURÍSTICO;16/03/2023
107;11070167;Conceder;Distrito de Carabanchel;CALLE BENITO PRIETO 12;PRIMERA;1;350/2023/05495;VIVIENDAS DE USO TURÍSTICO;07/08/2023
108;11070167;Conceder;Distrito de Carabanchel;CALLE BENITO PRIETO 12;PRIMERA;1;350/2023/05497;VIVIENDAS DE USO TURÍSTICO;17/11/2023
109;11101715;Conceder;Distrito de Moratalaz;CALLE CORREGIDOR SEÑOR DE LA ELIPA 9;BAJA;1;350/2023/05498;VIVIENDAS DE USO TURÍSTICO;08/09/2023
110;11040449;Conceder;Distrito de Chamberí;CALLE GENERAL ALVAREZ DE CASTRO 4;BAJA;1;350/2023/05609;VIVIENDAS DE USO TURÍSTICO;11/04/2023
111;11080794;Conceder;Distrito de Usera;PLAZA SOLIDARIDAD 1;BAJA;4;350/2023/05749;;27/03/2023
112;11100443;Conceder;Distrito de Puente de Vallecas;CALLE SIERRA DE MEIRA 57;BAJA;1;350/2023/06046;VIVIENDAS DE USO TURÍSTICO;08/06/2023
113;20110660;Conceder;Distrito de Tetuan;CALLE DON QUIJOTE 7;BAJA;1;350/2023/06048;VIVIENDAS DE USO TURÍSTICO;13/06/2023
114;31011854;Conceder;Distrito de Usera;CALLE ANTONIO LOPEZ 246 A;BAJA;2;350/2023/06343;VIVIENDAS DE USO TURÍSTICO;27/03/2023
115;11016526;Conceder;Distrito de Salamanca;CALLE HERMOSILLA 169;BAJA;3;350/2023/06380;VIVIENDAS DE USO TURÍSTICO;14/04/2023
116;11008023;Conceder;Distrito de Arganzuela;PASEO VIRGEN DEL PUERTO 11;BAJA;1;350/2023/06627;VIVIENDAS DE USO TURÍSTICO;14/04/2023
117;11001021;Conceder;Distrito de Centro;CALLE TORO 3;BAJA;1;350/2023/06639;VIVIENDAS DE USO TURÍSTICO;02/10/2023
118;11033553;Conceder;Distrito de Tetuan;CALLE PLATANO 34;BAJA;1;350/2023/06751;VIVIENDAS DE USO TURÍSTICO;27/03/2023
119;11104889;Conceder;Distrito de Ciudad Lineal;CALLE VEREDA DEL CARMEN 4;BAJA;1;350/2023/06757;VIVIENDAS DE USO TURÍSTICO;27/03/2023
120;11037253;Conceder;Distrito de Tetuan;CALLE ISLA DE GOMERA 5;BAJA;3;350/2023/06779;VIVIENDAS DE USO TURÍSTICO;18/05/2023
121;11008022;Conceder;Distrito de Arganzuela;PASEO VIRGEN DEL PUERTO 9;BAJA;1;350/2023/06806;VIVIENDAS DE USO TURÍSTICO;14/04/2023
122;11036251;Conceder;Distrito de Tetuan;CALLE CUEVAS 34;BAJA;1;350/2023/06827;VIVIENDAS DE USO TURÍSTICO;14/04/2023
123;11052306;Conceder;Distrito de Moncloa-Aravaca;CALLE VENTURA RODRIGUEZ 15;BAJA;1;350/2023/06828;VIVIENDAS DE USO TURÍSTICO;14/04/2023
124;11008022;Conceder;Distrito de Arganzuela;PASEO VIRGEN DEL PUERTO 9;BAJA;1;350/2023/06830;VIVIENDAS DE USO TURÍSTICO;14/04/2023
125;11075424;Conceder;Distrito de Carabanchel;CALLE HERMANAS ALONSO BARCELO 6;BAJA;1;350/2023/06886;VIVIENDAS DE USO TURÍSTICO;16/03/2023
126;11027537;Conceder;Distrito de Chamartín;CALLE INFANTA MARIA TERESA 7;BAJA;5;350/2023/07017;VIVIENDAS DE USO TURÍSTICO;20/04/2023
127;11008022;Conceder;Distrito de Arganzuela;PASEO VIRGEN DEL PUERTO 9;BAJA;1;350/2023/07126;VIVIENDAS DE USO TURÍSTICO;17/04/2023
128;11008023;Conceder;Distrito de Arganzuela;PASEO VIRGEN DEL PUERTO 11;BAJA;1;350/2023/07134;VIVIENDAS DE USO TURÍSTICO;17/04/2023
129;11008022;Conceder;Distrito de Arganzuela;PASEO VIRGEN DEL PUERTO 9;BAJA;1;350/2023/07142;VIVIENDAS DE USO TURÍSTICO;20/04/2023
130;11010065;Conceder;Distrito de Arganzuela;CALLE BATALLA DEL SALADO 21;BAJA;1;350/2023/07606;VIVIENDAS DE USO TURÍSTICO;17/04/2023
131;11025174;Conceder;Distrito de Chamartín;CALLE VICTOR DE LA SERNA 31;BAJA;3;350/2023/07736;VIVIENDAS DE USO TURÍSTICO;17/04/2023
132;20026368;Conceder;Distrito de Usera;CALLE ANTONIO PRIETO 26;BAJA;1;350/2023/07743;VIVIENDAS DE USO TURÍSTICO;02/06/2023
133;11137276;Conceder;Distrito de San Blas - Canillejas;CALLE LUCANO 75;BAJA;1;350/2023/07748;VIVIENDAS DE USO TURÍSTICO;12/09/2023
134;11137276;Conceder;Distrito de San Blas - Canillejas;CALLE LUCANO 75;BAJA;1;350/2023/07751;VIVIENDAS DE USO TURÍSTICO;13/09/2023
135;11008541;Conceder;Distrito de Arganzuela;CALLE EMBAJADORES 84;BAJA;1;350/2023/07953;VIVIENDAS DE USO TURÍSTICO;20/04/2023
136;11002452;Conceder;Distrito de Centro;CALLE JESUS Y MARIA 22;BAJA;1;350/2023/08026;VIVIENDAS DE USO TURÍSTICO;15/09/2023
137;11000939;Conceder;Distrito de Centro;CALLE BAILEN 37;BAJA;1;350/2023/08586;VIVIENDAS DE USO TURÍSTICO;20/04/2023
138;31009695;Conceder;Distrito de Tetuan;CALLE CASTILLO PIÑEIRO 5;BAJA;1;350/2023/08832;VIVIENDAS DE USO TURÍSTICO;20/04/2023
139;11104443;Conceder;Distrito de Ciudad Lineal;CALLE RICARDO ORTIZ 26;BAJA;1;350/2023/08911;VIVIENDAS DE USO TURÍSTICO;21/04/2023
140;11009102;Conceder;Distrito de Arganzuela;CALLE JOSE MIGUEL GORDOA 7;BAJA;3;350/2023/09390;VIVIENDAS DE USO TURÍSTICO;28/04/2023
141;20169102;Conceder;Distrito de Ciudad Lineal;CALLE FERNANDO GABRIEL 18;BAJA;1;350/2023/09517;VIVIENDAS DE USO TURÍSTICO;28/11/2023
142;11069152;Conceder;Distrito de Carabanchel;CALLE PADRE OLTRA 39;BAJA;1;350/2023/09596;VIVIENDAS DE USO TURÍSTICO;12/05/2023
143;11069152;Conceder;Distrito de Carabanchel;CALLE PADRE OLTRA 39;BAJA;1;350/2023/09597;VIVIENDAS DE USO TURÍSTICO;08/05/2023
144;11010105;Conceder;Distrito de Arganzuela;CALLE CARDENAL SOLIS 10;BAJA;5;350/2023/10190;VIVIENDAS DE USO TURÍSTICO;21/04/2023
145;11060598;Conceder;Distrito de Latina;CALLE CARDENAL MENDOZA 48;BAJA;1;350/2023/10230;VIVIENDAS DE USO TURÍSTICO;12/09/2023
146;11060829;Conceder;Distrito de Latina;PASEO EXTREMADURA 34;PRIMERA;1;350/2023/10250;VIVIENDAS DE USO TURÍSTICO;27/10/2023
147;11060547;Conceder;Distrito de Latina;CALLE DOÑA URRACA 45;PRIMERA;1;350/2023/10335;VIVIENDAS DE USO TURÍSTICO;24/11/2023
148;11091611;Conceder;Distrito de Puente de Vallecas;CALLE PICO CEBOLLERA 4;BAJA;1;350/2023/10398;VIVIENDAS DE USO TURÍSTICO;13/06/2023
149;11110861;Conceder;Distrito de Ciudad Lineal;CALLE VERDAGUER Y GARCIA 51;BAJA;1;350/2023/10464;VIVIENDAS DE USO TURÍSTICO;08/06/2023
