OBJETID;COD_NDP;DECRETO_LU;DISTRITO;DIRECCION;PLANTA;UNIDADES_VUT;EXPEDIENTE_LU;TIPO;RESOLUCION_LU
150;11047140;Conceder;Distrito de Fuencarral-El Pardo;CALLE SAN MODESTO 16;BAJA;1;350/2023/10803;VIVIENDAS DE USO TURÍSTICO;12/06/2023
151;11016356;Conceder;Distrito de Salamanca;CALLE ANTONIO TOLEDANO 17;BAJA;1;350/2023/11180;VIVIENDAS DE USO TURÍSTICO;02/06/2023
152;11030172;Conceder;Distrito de Tetuan;CALLE BRAVO MURILLO 194;BAJA;1;350/2023/11202;VIVIENDAS DE USO TURÍSTICO;08/06/2023
153;11030582;Conceder;Distrito de Tetuan;CALLE HUESCA 26;BAJA;1;350/2023/11433;VIVIENDAS DE USO TURÍSTICO;08/05/2023
154;11036718;Conceder;Distrito de Tetuan;TRAVESÍA MARIA JUANA 14;PRIMERA;1;350/2023/12062;VIVIENDAS DE USO TURÍSTICO;13/09/2023
155;11002761;Conceder;Distrito de Centro;CALLE OLIVAR 29;BAJA;1;350/2023/12133;VIVIENDAS DE USO TURÍSTICO;31/05/2023
156;11077627;Conceder;Distrito de Carabanchel;CALLE CONSUELO GUZMAN 15;BAJA;1;350/2023/12794;VIVIENDAS DE USO TURÍSTICO;08/06/2023
157;11101040;Conceder;Distrito de Puente de Vallecas;AVENIDA ALBUFERA 65;PRIMERA;1;350/2023/12887;;26/05/2023
158;31008282;Conceder;Distrito de Hortaleza;CALLE MONTALBOS 39;BAJA Y PRIMERA;1;350/2023/12894;VIVIENDAS DE USO TURÍSTICO;21/06/2023
159;11002018;Conceder;Distrito de Centro;CALLE RODAS 6;BAJA;1;350/2023/13157;VIVIENDAS DE USO TURÍSTICO;28/11/2023
160;11101382;Conceder;Distrito de Moratalaz;CALLE JOSE BERGAMIN 10;BAJA;1;350/2023/13168;VIVIENDAS DE USO TURÍSTICO;13/06/2023
161;11116328;Conceder;Distrito de Hortaleza;CALLE GOMEZNARRO 215;BAJA Y PRIMERA;1;350/2023/13350;VIVIENDAS DE USO TURÍSTICO;12/09/2023
162;11006955;Conceder;Distrito de Centro;CALLE PIZARRO 20;BAJA;1;350/2023/13556;VIVIENDAS DE USO TURÍSTICO;08/06/2023
163;11052214;Conceder;Distrito de Moncloa-Aravaca;CALLE ARRIAZA 8;BAJA;1;350/2023/13711;VIVIENDAS DE USO TURÍSTICO;22/09/2023
164;11052306;Conceder;Distrito de Moncloa-Aravaca;CALLE VENTURA RODRIGUEZ 15;BAJA;1;350/2023/13758;VIVIENDAS DE USO TURÍSTICO;31/05/2023
165;20008314;Conceder;Distrito de Arganzuela;CALLE DELICIAS 28;BAJA;2;350/2023/13824;VIVIENDAS DE USO TURÍSTICO;26/05/2023
166;11038165;Conceder;Distrito de Tetuan;CALLE AMBROSIO VALLEJO 7;BAJA;1;350/2023/14184;VIVIENDAS DE USO TURÍSTICO;15/09/2023
167;11011169;Conceder;Distrito de Retiro;CALLE VALDERRIBAS 40;BAJA Y PRIMERA;1;350/2023/14714;VIVIENDAS DE USO TURÍSTICO;08/06/2023
168;11011169;Conceder;Distrito de Retiro;CALLE VALDERRIBAS 40;BAJA Y PRIMERA;1;350/2023/14716;VIVIENDAS DE USO TURÍSTICO;08/06/2023
169;11021892;Conceder;Distrito de Chamartín;CALLE CANILLAS 6;BAJA;1;350/2023/14736;VIVIENDAS DE USO TURÍSTICO;08/06/2023
170;11000422;Conceder;Distrito de Centro;CALLE UNION 4;BAJA;1;350/2023/14972;VIVIENDAS DE USO TURÍSTICO;08/06/2023
171;11002726;Conceder;Distrito de Centro;CALLE SAN CARLOS 17;BAJA Y SOTANO;1;350/2023/15031;VIVIENDAS DE USO TURÍSTICO;25/01/2024
172;11047222;Conceder;Distrito de Fuencarral-El Pardo;CALLE VIRGEN DE ARANZAZU 23;BAJA;1;350/2023/15182;VIVIENDAS DE USO TURÍSTICO;19/02/2024
173;11047065;Conceder;Distrito de Fuencarral-El Pardo;CALLE ANGEL MUGICA 12;BAJA;1;350/2023/15193;VIVIENDAS DE USO TURÍSTICO;19/12/2023
174;11002330;Conceder;Distrito de Centro;CALLE MESON DE PAREDES 83;BAJA;1;350/2023/15195;VIVIENDAS DE USO TURÍSTICO;12/06/2023
175;11105656;Conceder;Distrito de Ciudad Lineal;CALLE LOS URQUIZA 17;BAJA;2;350/2023/15201;VIVIENDAS DE USO TURÍSTICO;13/06/2023
176;11005576;Conceder;Distrito de Centro;CALLE MADERA 46;BAJA;1;350/2023/15210;VIVIENDAS DE USO TURÍSTICO;29/06/2023
177;11011415;Conceder;Distrito de Retiro;CALLE LOS MESEJO 14;BAJA;1;350/2023/15335;VIVIENDAS DE USO TURÍSTICO;05/07/2023
178;11101772;Conceder;Distrito de Moratalaz;CALLE ARROYO DE LAS PILILLAS 5;BAJA;1;350/2023/15399;VIVIENDAS DE USO TURÍSTICO;06/06/2024
179;11008373;Conceder;Distrito de Arganzuela;CALLE NAVES 21;BAJA;1;350/2023/15556;VIVIENDAS DE USO TURÍSTICO;08/06/2023
180;11008373;Conceder;Distrito de Arganzuela;CALLE NAVES 21;BAJA;1;350/2023/15561;VIVIENDAS DE USO TURÍSTICO;08/06/2023
181;11106765;Conceder;Distrito de Ciudad Lineal;CALLE SAN FIDEL 1;BAJA;1;350/2023/15565;VIVIENDAS DE USO TURÍSTICO;22/04/2024
182;11109709;Conceder;Distrito de Ciudad Lineal;CALLE VIRGEN DE LOURDES 8;BAJA;1;350/2023/15630;VIVIENDAS DE USO TURÍSTICO;13/06/2023
183;11004984;Conceder;Distrito de Centro;CALLE SAN MATEO 18;BAJA;1;350/2023/15914;VIVIENDAS DE USO TURÍSTICO;04/07/2023
184;11105994;Conceder;Distrito de Ciudad Lineal;CALLE CAROLINA CORONADO 22;BAJA;2;350/2023/16047;;25/07/2023
185;11008388;Conceder;Distrito de Arganzuela;PASEO YESERIAS 49 A;BAJA;1;350/2023/16299;VIVIENDAS DE USO TURÍSTICO;26/06/2023
186;11008388;Conceder;Distrito de Arganzuela;PASEO YESERIAS 49 A;BAJA;1;350/2023/16316;;21/07/2023
187;11008388;Conceder;Distrito de Arganzuela;PASEO YESERIAS 49 A;BAJA;1;350/2023/16318;VIVIENDAS DE USO TURÍSTICO;20/10/2023
188;11008388;Conceder;Distrito de Arganzuela;PASEO YESERIAS 49 A;BAJA;1;350/2023/16325;;25/07/2023
189;11046710;Conceder;Distrito de Fuencarral-El Pardo;PLAZA TUY 12;BAJA;1;350/2023/16354;VIVIENDAS DE USO TURÍSTICO;02/10/2023
190;11005697;Conceder;Distrito de Centro;CALLE BARCO 27;BAJA;1;350/2023/16365;VIVIENDAS DE USO TURÍSTICO;20/06/2023
191;20004858;Conceder;Distrito de Centro;CALLE SALITRE 23;BAJA;1;350/2023/16415;VIVIENDAS DE USO TURÍSTICO;20/06/2023
192;11009933;Conceder;Distrito de Arganzuela;CALLE RAFAEL DE RIEGO 52;BAJA;1;350/2023/16707;VIVIENDAS DE USO TURÍSTICO;18/07/2023
193;11002024;Conceder;Distrito de Centro;CALLE RODAS 18;BAJA;1;350/2023/16746;VIVIENDAS DE USO TURÍSTICO;28/11/2023
194;11045531;Conceder;Distrito de Fuencarral-El Pardo;CALLE PICO BALAITUS 14;BAJA;2;350/2023/17006;VIVIENDAS DE USO TURÍSTICO;04/07/2023
195;11075557;Conceder;Distrito de Carabanchel;CALLE ALDAPA 4;BAJA;2;350/2023/17147;VIVIENDAS DE USO TURÍSTICO;18/01/2024
196;11034133;Conceder;Distrito de Tetuan;CALLE GARCI-NUÑO 37;BAJA;2;350/2023/17598;;29/06/2023
197;11022440;Conceder;Distrito de Chamartín;CALLE ALUSTANTE 11;BAJA;1;350/2023/17614;VIVIENDAS DE USO TURÍSTICO;13/07/2023
198;11021892;Conceder;Distrito de Chamartín;CALLE CANILLAS 6;BAJA;2;350/2023/17618;VIVIENDAS DE USO TURÍSTICO;31/07/2023
199;11001049;Conceder;Distrito de Centro;CALLE DON PEDRO 17;BAJA;1;350/2023/17795;;16/11/2023
200;11008380;Conceder;Distrito de Arganzuela;PASEO YESERIAS 55;BAJA;2;350/2023/17871;VIVIENDAS DE USO TURÍSTICO;22/12/2023
201;11037410;Conceder;Distrito de Tetuan;PASEO DIRECCION 46;BAJA;2;350/2023/17987;VIVIENDAS DE USO TURÍSTICO;25/07/2023
202;11005453;Conceder;Distrito de Centro;CALLE GALERIA DE ROBLES 5;BAJA;1;350/2023/18011;VIVIENDAS DE USO TURÍSTICO;06/07/2023
203;11107214;Conceder;Distrito de Ciudad Lineal;CALLE BETANCUNIA 8;BAJA;1;350/2023/18229;VIVIENDAS DE USO TURÍSTICO;20/10/2023
204;11082835;Conceder;Distrito de Usera;CALLE RAMON LUJAN 99;PRIMERA;1;350/2023/18232;VIVIENDAS DE USO TURÍSTICO;26/12/2023
205;11062865;Conceder;Distrito de Latina;CALLE RAFAEL LOPEZ PANDO 5;BAJA;1;350/2023/18235;;30/04/2024
206;11002953;Conceder;Distrito de Centro;CALLE SALITRE 31;BAJA;1;350/2023/18290;VIVIENDAS DE USO TURÍSTICO;25/07/2023
207;11072999;Conceder;Distrito de Carabanchel;CALLE URGEL 44;PRIMERA;1;350/2023/18341;;25/01/2024
208;11052812;Conceder;Distrito de Moncloa-Aravaca;CALLE FERRAZ 57;BAJA;1;350/2023/18371;VIVIENDAS DE USO TURÍSTICO;22/04/2024
209;11002715;Conceder;Distrito de Centro;CALLE OLMO 10;BAJA;1;350/2023/18758;VIVIENDAS DE USO TURÍSTICO;09/08/2024
210;11038334;Conceder;Distrito de Tetuan;CALLE OFELIA NIETO 12;BAJA;2;350/2023/18932;VIVIENDAS DE USO TURÍSTICO;15/01/2024
211;11008486;Conceder;Distrito de Arganzuela;CALLE PEÑUELAS 4;BAJA;1;350/2023/18938;;11/10/2023
212;11084854;Conceder;Distrito de Usera;CALLE MARIANO VELA 2;PRIMERA;1;350/2023/18999;;28/11/2023
213;11006086;Conceder;Distrito de Centro;CALLE SAN VICENTE FERRER 8;BAJA;1;350/2023/19216;VIVIENDAS DE USO TURÍSTICO;02/10/2023
214;11100455;Conceder;Distrito de Puente de Vallecas;CAMINO VALDERRIBAS 58;BAJA;1;350/2023/19347;VIVIENDAS DE USO TURÍSTICO;18/07/2023
215;11104584;Conceder;Distrito de Ciudad Lineal;PLAZA BAMI 3;BAJA;1;350/2023/19399;VIVIENDAS DE USO TURÍSTICO;27/05/2024
216;11084311;Conceder;Distrito de Usera;CALLE MIRASIERRA 6;BAJA;1;350/2023/19559;VIVIENDAS DE USO TURÍSTICO;18/07/2023
217;11039983;Conceder;Distrito de Chamberí;CALLE ALBURQUERQUE 7;BAJA;1;350/2023/19607;VIVIENDAS DE USO TURÍSTICO;20/10/2023
218;11095643;Conceder;Distrito de Puente de Vallecas;CALLE ARROYO DEL OLIVAR 120;BAJA;1;350/2023/19641;VIVIENDAS DE USO TURÍSTICO;24/07/2023
219;11060437;Conceder;Distrito de Latina;CALLE ANTILLON 15;BAJA;1;350/2023/19703;VIVIENDAS DE USO TURÍSTICO;05/04/2024
220;11008879;Conceder;Distrito de Arganzuela;CALLE PARROCO JULIO MORATE 7;BAJA Y PRIMERA;1;350/2023/19869;VIVIENDAS DE USO TURÍSTICO;18/07/2023
221;11036421;Conceder;Distrito de Tetuan;CALLE CACTUS 26;PRIMERA;1;350/2023/19898;VIVIENDAS DE USO TURÍSTICO;31/07/2023
222;11084315;Conceder;Distrito de Usera;CALLE MIRASIERRA 14;PRIMERA;1;350/2023/19929;;18/07/2023
223;11084316;Conceder;Distrito de Usera;CALLE MIRASIERRA 16;PRIMERA;1;350/2023/19933;VIVIENDAS DE USO TURÍSTICO;27/07/2023
224;11028910;Conceder;Distrito de Tetuan;CALLE ALVARADO 3;BAJA;1;350/2023/20014;VIVIENDAS DE USO TURÍSTICO;13/07/2023
225;11039223;Conceder;Distrito de Chamberí;CALLE JOAQUIN MARIA LOPEZ 14;BAJA;1;350/2023/20056;VIVIENDAS DE USO TURÍSTICO;30/04/2024
226;11024160;Conceder;Distrito de Chamartín;CALLE BENIGNO SOTO 16;BAJA;1;350/2023/20087;VIVIENDAS DE USO TURÍSTICO;06/10/2023
227;11008879;Conceder;Distrito de Arganzuela;CALLE PARROCO JULIO MORATE 7;BAJA;1;350/2023/20157;VIVIENDAS DE USO TURÍSTICO;18/07/2023
228;11071559;Conceder;Distrito de Carabanchel;AVENIDA MANZANARES 72;BAJA;1;350/2023/20248;;16/11/2023
229;11028898;Conceder;Distrito de Tetuan;CALLE ALVARADO 10;BAJA;1;350/2023/20303;VIVIENDAS DE USO TURÍSTICO;25/07/2023
230;20145929;Conceder;Distrito de Arganzuela;CALLE EMBAJADORES 173 C;BAJA;2;350/2023/20339;VIVIENDAS DE USO TURÍSTICO;18/07/2023
231;11032041;Conceder;Distrito de Tetuan;CALLE MATILDE LANDA 8;BAJA;1;350/2023/20546;VIVIENDAS DE USO TURÍSTICO;27/06/2024
232;11032041;Conceder;Distrito de Tetuan;CALLE MATILDE LANDA 8;BAJA;1;350/2023/20562;VIVIENDAS DE USO TURÍSTICO;27/05/2024
233;11009939;Conceder;Distrito de Arganzuela;CALLE TARRAGONA 36;BAJA;1;350/2023/20576;VIVIENDAS DE USO TURÍSTICO;08/09/2023
234;11032041;Conceder;Distrito de Tetuan;CALLE MATILDE LANDA 8;BAJA;1;350/2023/20578;VIVIENDAS DE USO TURÍSTICO;28/11/2023
235;11032041;Conceder;Distrito de Tetuan;CALLE MATILDE LANDA 8;BAJA;1;350/2023/20582;VIVIENDAS DE USO TURÍSTICO;27/05/2024
236;11005453;Conceder;Distrito de Centro;CALLE GALERIA DE ROBLES 5;BAJA;1;350/2023/21112;VIVIENDAS DE USO TURÍSTICO;25/07/2023
237;11008879;Conceder;Distrito de Arganzuela;CALLE PARROCO JULIO MORATE 7;BAJA;1;350/2023/21190;VIVIENDAS DE USO TURÍSTICO;07/08/2023
238;11025255;Conceder;Distrito de Chamartín;CALLE COCHABAMBA 24;BAJA;1;350/2023/21240;VIVIENDAS DE USO TURÍSTICO;07/08/2023
239;11064074;Conceder;Distrito de Latina;CALLE VILLAMANIN 54;BAJA;1;350/2023/21256;VIVIENDAS DE USO TURÍSTICO;24/07/2023
240;11028832;Conceder;Distrito de Tetuan;CALLE CAROLINAS 6;BAJA;1;350/2023/21341;VIVIENDAS DE USO TURÍSTICO;07/08/2023
241;11106972;Conceder;Distrito de Ciudad Lineal;CALLE EMILIO FERRARI 117;BAJA;4;350/2023/21361;VIVIENDAS DE USO TURÍSTICO;25/08/2023
242;11008879;Conceder;Distrito de Arganzuela;CALLE PARROCO JULIO MORATE 7;BAJA;1;350/2023/21377;VIVIENDAS DE USO TURÍSTICO;29/08/2023
243;11008879;Conceder;Distrito de Arganzuela;CALLE PARROCO JULIO MORATE 7;BAJA;1;350/2023/21402;VIVIENDAS DE USO TURÍSTICO;08/09/2023
244;11001672;Conceder;Distrito de Centro;CALLE CABEZA 6;BAJA;1;350/2023/21479;VIVIENDAS DE USO TURÍSTICO;09/08/2024
245;11016375;Conceder;Distrito de Salamanca;CALLE LOS PEÑASCALES 15;BAJA;1;350/2023/21590;VIVIENDAS DE USO TURÍSTICO;23/08/2023
246;11053478;Conceder;Distrito de Moncloa-Aravaca;AVENIDA DOCTOR FEDERICO RUBIO Y GALI 73;BAJA;1;350/2023/21755;VIVIENDAS DE USO TURÍSTICO;22/08/2023
247;11006708;Conceder;Distrito de Centro;CALLE PONCIANO 7;BAJA;1;350/2023/21821;VIVIENDAS DE USO TURÍSTICO;22/04/2024
248;11009030;Conceder;Distrito de Arganzuela;PASEO DELICIAS 126;BAJA;1;350/2023/21897;VIVIENDAS DE USO TURÍSTICO;13/11/2023
249;11003352;Conceder;Distrito de Centro;CALLE GOBERNADOR 20;BAJA;1;350/2023/21898;VIVIENDAS DE USO TURÍSTICO;13/09/2023
250;11060476;Conceder;Distrito de Latina;CALLE DOÑA URRACA 23;BAJA;1;350/2023/21930;VIVIENDAS DE USO TURÍSTICO;16/11/2023
251;11028940;Conceder;Distrito de Tetuan;CALLE CAROLINAS 25;PRIMERA;1;350/2023/21948;VIVIENDAS DE USO TURÍSTICO;23/08/2023
252;11110828;Conceder;Distrito de Ciudad Lineal;CALLE LUIS CERNUDA 3;BAJA;1;350/2023/22110;VIVIENDAS DE USO TURÍSTICO;23/08/2023
253;11016440;Conceder;Distrito de Salamanca;CALLE HERMOSILLA 126;BAJA;1;350/2023/22123;VIVIENDAS DE USO TURÍSTICO;04/09/2023
254;11132284;Conceder;Distrito de Vicálvaro;CALLE CONDESA VEGA DEL POZO 17;BAJA;1;350/2023/22140;VIVIENDAS DE USO TURÍSTICO;13/09/2023
255;11069322;Conceder;Distrito de Carabanchel;CALLE BALEARES 9;BAJA;1;350/2023/22288;VIVIENDAS DE USO TURÍSTICO;12/09/2023
256;11098492;Conceder;Distrito de Puente de Vallecas;PLAZA MARIANA PINEDA 3;BAJA;1;350/2023/22592;VIVIENDAS DE USO TURÍSTICO;08/09/2023
257;20075676;Conceder;Distrito de Fuencarral-El Pardo;CALLE HONTALBILLA 18;BAJA;1;350/2023/22819;VIVIENDAS DE USO TURÍSTICO;29/08/2023
258;11000801;Conceder;Distrito de Centro;CALLE MEDIODIA CHICA 9;BAJA;1;350/2023/23131;VIVIENDAS DE USO TURÍSTICO;25/01/2024
259;11033672;Conceder;Distrito de Tetuan;CALLE MANCHEGOS 16;PRIMERA;1;350/2023/23160;VIVIENDAS DE USO TURÍSTICO;23/08/2023
260;11002711;Conceder;Distrito de Centro;CALLE OLMO 2;BAJA;1;350/2023/23665;VIVIENDAS DE USO TURÍSTICO;23/08/2023
261;11033682;Conceder;Distrito de Tetuan;CALLE MULLER 67;BAJA;1;350/2023/23693;VIVIENDAS DE USO TURÍSTICO;07/08/2023
262;11031851;Conceder;Distrito de Tetuan;CALLE CEDROS 84;BAJA;1;350/2023/23703;VIVIENDAS DE USO TURÍSTICO;23/08/2023
263;11031851;Conceder;Distrito de Tetuan;CALLE CEDROS 84;BAJA;1;350/2023/23718;VIVIENDAS DE USO TURÍSTICO;23/08/2023
264;11031851;Conceder;Distrito de Tetuan;CALLE CEDROS 84;PRIMERA;1;350/2023/23725;VIVIENDAS DE USO TURÍSTICO;25/08/2023
265;11031851;Conceder;Distrito de Tetuan;CALLE CEDROS 84;PRIMERA;1;350/2023/23742;VIVIENDAS DE USO TURÍSTICO;08/09/2023
266;11031851;Conceder;Distrito de Tetuan;CALLE CEDROS 84;BAJA Y PRIMERA;2;350/2023/23744;;04/09/2023
267;11013569;Conceder;Distrito de Retiro;CALLE PIO BAROJA 2;BAJA;1;350/2023/23749;VIVIENDAS DE USO TURÍSTICO;22/11/2023
268;11084517;Conceder;Distrito de Usera;CALLE GUMERSINDO AZCARATE 21;BAJA;1;350/2023/23822;VIVIENDAS DE USO TURÍSTICO;08/09/2023
269;11002421;Conceder;Distrito de Centro;CALLE JESUS Y MARIA 24;BAJA;1;350/2023/23904;VIVIENDAS DE USO TURÍSTICO;25/09/2023
270;11010327;Conceder;Distrito de Arganzuela;CALLE DELICIAS 39;BAJA;1;350/2023/23921;VIVIENDAS DE USO TURÍSTICO;25/09/2023
271;11066892;Conceder;Distrito de Latina;CALLE MIRUEÑA 11;BAJA;1;350/2023/23956;VIVIENDAS DE USO TURÍSTICO;04/09/2023
272;11005052;Conceder;Distrito de Centro;CALLE BARQUILLO 38;TERCERA;5;350/2023/24067;VIVIENDAS DE USO TURÍSTICO;13/09/2023
273;20027866;Conceder;Distrito de Puente de Vallecas;CALLE PUERTO ALTO 12;BAJA;1;350/2023/24245;VIVIENDAS DE USO TURÍSTICO;25/09/2023
274;11013113;Conceder;Distrito de Retiro;PLAZA REYES MAGOS 13;BAJA;1;350/2023/24289;VIVIENDAS DE USO TURÍSTICO;28/11/2023
275;11002235;Conceder;Distrito de Centro;CALLE MESON DE PAREDES 69;BAJA;1;350/2023/24320;VIVIENDAS DE USO TURÍSTICO;23/08/2023
276;11002235;Conceder;Distrito de Centro;CALLE MESON DE PAREDES 69;BAJA;1;350/2023/24324;VIVIENDAS DE USO TURÍSTICO;23/08/2023
277;11052574;Conceder;Distrito de Moncloa-Aravaca;CALLE TUTOR 24;BAJA;1;350/2023/24475;VIVIENDAS DE USO TURÍSTICO;25/09/2023
278;31070561;Conceder;Distrito de Salamanca;PLAZA AMERICA ESPAÑOLA 1;BAJA;1;350/2023/24547;VIVIENDAS DE USO TURÍSTICO;29/08/2023
279;11036772;Conceder;Distrito de Tetuan;CALLE TABLADA 56;BAJA;1;350/2023/24806;VIVIENDAS DE USO TURÍSTICO;22/09/2023
280;11001913;Conceder;Distrito de Centro;CALLE CARLOS ARNICHES 28;BAJA;1;350/2023/24914;VIVIENDAS DE USO TURÍSTICO;22/09/2023
281;11001396;Conceder;Distrito de Centro;CALLE CARNERO 14;BAJA;1;350/2023/24935;VIVIENDAS DE USO TURÍSTICO;27/10/2023
282;11105282;Conceder;Distrito de Ciudad Lineal;CALLE SERVANDO BATANERO 49;BAJA;1;350/2023/25010;VIVIENDAS DE USO TURÍSTICO;21/11/2023
283;11069180;Conceder;Distrito de Carabanchel;CALLE PARADOR DEL SOL 12;BAJA;1;350/2023/25035;VIVIENDAS DE USO TURÍSTICO;20/10/2023
284;11105282;Conceder;Distrito de Ciudad Lineal;CALLE SERVANDO BATANERO 49;BAJA;1;350/2023/25108;VIVIENDAS DE USO TURÍSTICO;16/11/2023
285;20027706;Conceder;Distrito de Puente de Vallecas;CALLE PEÑA UBIÑA  29;BAJA;1;350/2023/25341;VIVIENDAS DE USO TURÍSTICO;18/09/2023
286;11002093;Conceder;Distrito de Centro;CALLE MESON DE PAREDES 53;BAJA;1;350/2023/25349;VIVIENDAS DE USO TURÍSTICO;02/04/2024
287;11000333;Conceder;Distrito de Centro;CALLE AMNISTIA 5;BAJA;4;350/2023/25352;VIVIENDAS DE USO TURÍSTICO;08/09/2023
288;11032757;Conceder;Distrito de Tetuan;CALLE MARTIRES DE LA VENTILLA 87;BAJA;1;350/2023/25362;;08/09/2023
289;11055461;Conceder;Distrito de Moncloa-Aravaca;CALLE OFELIA NIETO 21;BAJA;1;350/2023/25426;VIVIENDAS DE USO TURÍSTICO;08/09/2023
290;11010335;Conceder;Distrito de Arganzuela;CALLE MURCIA 24;BAJA;1;350/2023/25470;VIVIENDAS DE USO TURÍSTICO;16/11/2023
291;11007027;Conceder;Distrito de Centro;CALLE LORETO Y CHICOTE 4;BAJA;1;350/2023/25491;VIVIENDAS DE USO TURÍSTICO;08/09/2023
292;11053477;Conceder;Distrito de Moncloa-Aravaca;AVENIDA DOCTOR FEDERICO RUBIO Y GALI 69;BAJA;1;350/2023/25677;VIVIENDAS DE USO TURÍSTICO;27/05/2024
293;11109628;Conceder;Distrito de Ciudad Lineal;CALLE SIENA 11;BAJA;1;350/2023/25746;VIVIENDAS DE USO TURÍSTICO;28/09/2023
294;11002945;Conceder;Distrito de Centro;CALLE SALITRE 9;BAJA;1;350/2023/25780;VIVIENDAS DE USO TURÍSTICO;02/10/2023
295;11002869;Conceder;Distrito de Centro;CALLE ZURITA 41;BAJA;1;350/2023/25781;VIVIENDAS DE USO TURÍSTICO;08/09/2023
296;11010167;Conceder;Distrito de Arganzuela;CALLE FRAY LUIS DE LEON 10;BAJA;1;350/2023/25860;VIVIENDAS DE USO TURÍSTICO;02/10/2023
297;20009918;Conceder;Distrito de Chamartín;CALLE EUGENIO SALAZAR 52;BAJA;1;350/2023/25934;VIVIENDAS DE USO TURÍSTICO;28/09/2023
298;20107710;Conceder;Distrito de Arganzuela;CALLE MARTIN DE VARGAS 10;BAJA;1;350/2023/26017;;22/09/2023
299;11117415;Conceder;Distrito de Hortaleza;CALLE ANDRES OBISPO 35;BAJA;1;350/2023/26201;VIVIENDAS DE USO TURÍSTICO;15/01/2024
300;11008528;Conceder;Distrito de Arganzuela;CALLE ERCILLA 11;BAJA;1;350/2023/26228;VIVIENDAS DE USO TURÍSTICO;03/10/2023
301;11132460;Conceder;Distrito de Vicálvaro;CALLE HUERTA DEL CONVENTO 3;BAJA;1;350/2023/26256;;22/09/2023
302;11053303;Conceder;Distrito de Moncloa-Aravaca;CALLE VASCOS 21;BAJA;1;350/2023/26263;VIVIENDAS DE USO TURÍSTICO;29/04/2024
